firstname,lastname,birthDate,height,weight,bats,throws,yearID,age,lgID,teamID,POS,G,PA,AB,R,H,X1B,X2B,X3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GIDP,mergeon,switch
nori,aoki,19820105,175,81,L,R,2017,35,AL,HOU,LF,71,224,202,28,55,40,12,1,2,75,19,5,2,1,4,15,1,2,29,11,aoki 19820105,-1
nori,aoki,19820105,175,81,L,R,2017,35,AL,TOR,RF,12,34,32,4,9,5,1,0,3,19,8,0,0,0,1,1,0,0,5,0,aoki 19820105,-1
nori,aoki,19820105,175,81,L,R,2018,36,Central League,Swallows,OF,127,567,495,85,162,112,37,3,10,235,67,3,4,0,2,51,1,19,48,13,aoki 19820105,2
nori,aoki,19820105,175,81,L,R,2019,37,Central League,Swallows,OF,134,565,489,84,145,108,19,2,16,216,58,1,2,1,3,61,2,11,72,13,aoki 19820105,2
nori,aoki,19820105,175,81,L,R,2020,38,Central League,Swallows,OF,107,425,357,64,113,64,30,1,18,199,51,2,1,0,1,62,2,5,51,6,aoki 19820105,2
nori,aoki,19820105,175,81,L,R,2021,39,Central League,Swallows,OF,122,501,446,57,115,77,29,0,9,171,56,0,0,0,2,43,1,10,44,10,aoki 19820105,2
nori,aoki,19820105,175,81,L,R,2022,40,Central League,Swallows,OF,81,256,234,27,55,41,8,1,5,80,22,3,1,0,3,28,0,3,28,7,aoki 19820105,2
george,arias,19720312,180,86,R,R,1996,24,AL,CAL,3B,84,274,252,19,60,45,8,1,6,88,28,2,0,6,0,16,2,0,50,6,arias 19720312,0
george,arias,19720312,180,86,R,R,1997,25,AL,ANA,3B,3,6,6,1,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,arias 19720312,0
george,arias,19720312,180,86,R,R,1997,25,NL,SDN,3B,11,22,22,2,5,4,1,0,0,6,2,0,0,0,0,0,0,0,1,2,arias 19720312,0
george,arias,19720312,180,86,R,R,1998,26,NL,SDN,3B,20,41,36,4,7,4,1,1,1,13,4,0,0,0,0,3,0,2,16,0,arias 19720312,0
george,arias,19720312,180,86,R,R,1999,27,NL,SDN,3B,55,170,164,20,40,25,8,0,7,69,20,0,0,0,0,6,0,0,54,6,arias 19720312,0
george,arias,19720312,180,86,R,R,2000,28,Pacific League,Blue Wave,IF,116,461,412,66,103,56,21,0,26,202,61,2,0,0,3,43,4,3,110,6,arias 19720312,1
george,arias,19720312,180,86,R,R,2001,29,Pacific League,Blue Wave,IF,139,603,543,70,142,84,19,1,38,277,97,3,1,0,7,49,3,4,104,14,arias 19720312,-1
george,arias,19720312,180,86,R,R,2002,30,Central League,Tigers,IF,126,523,473,64,122,60,29,1,32,249,82,3,3,0,6,43,2,1,126,10,arias 19720312,-1
george,arias,19720312,180,86,R,R,2003,31,Central League,Tigers,IF,124,518,464,89,123,60,25,0,38,262,107,2,1,0,4,44,1,6,130,6,arias 19720312,-1
george,arias,19720312,180,86,R,R,2004,32,Central League,Tigers,1B,117,451,412,54,112,60,26,1,25,215,84,3,0,0,4,33,4,2,119,5,arias 19720312,-1
george,arias,19720312,180,86,R,R,2006,34,Central League,Giants,3B,17,64,60,5,10,6,2,0,2,18,5,0,1,0,0,4,0,0,15,0,arias 19720312,-1
chris,arnold,19471106,178,72,R,R,1971,23,NL,SFN,2B,6,14,13,2,3,2,0,0,1,6,3,0,0,0,0,1,0,0,2,0,arnold 19471106,0
chris,arnold,19471106,178,72,R,R,1972,24,NL,SFN,3B,51,93,84,8,19,14,3,1,1,27,4,0,1,1,0,8,1,0,12,3,arnold 19471106,0
chris,arnold,19471106,178,72,R,R,1973,25,NL,SFN,C,49,63,54,7,16,13,2,0,1,21,13,0,0,0,1,8,2,0,11,2,arnold 19471106,0
chris,arnold,19471106,178,72,R,R,1974,26,NL,SFN,2B,78,192,174,22,42,31,7,3,1,58,26,1,1,0,2,15,1,1,27,1,arnold 19471106,0
chris,arnold,19471106,178,72,R,R,1975,27,NL,SFN,2B,29,45,41,4,8,8,0,0,0,8,0,0,0,0,0,4,0,0,8,3,arnold 19471106,0
chris,arnold,19471106,178,72,R,R,1976,28,NL,SFN,2B,60,76,69,4,15,14,0,1,0,17,5,0,0,0,1,6,1,0,16,4,arnold 19471106,0
chris,arnold,19471106,180,79,R,R,1978,31,Pacific League,Buffaloes,IF,123,431,402,59,110,69,26,0,15,181,72,5,2,3,5,18,1,3,61,12,arnold 19471106,1
chris,arnold,19471106,180,79,R,R,1979,32,Pacific League,Buffaloes,IF,116,433,395,57,114,76,17,4,17,190,65,6,3,3,7,26,1,2,62,12,arnold 19471106,-1
chris,arnold,19471106,180,79,R,R,1980,33,Pacific League,Buffaloes,IF,91,279,254,38,64,44,8,1,11,107,37,1,3,2,1,22,1,0,57,6,arnold 19471106,-1
ken,aspromonte,19310922,183,81,R,R,1957,26,AL,BOS,2B,24,96,78,9,21,16,5,0,0,26,4,0,1,0,1,17,0,0,10,3,aspromonte 19310922,0
ken,aspromonte,19310922,183,81,R,R,1958,27,AL,WS1,2B,92,282,253,15,57,42,9,1,5,83,27,1,1,2,1,25,1,1,28,10,aspromonte 19310922,0
ken,aspromonte,19310922,183,81,R,R,1958,27,AL,BOS,2B,6,19,16,0,2,2,0,0,0,2,0,0,0,0,0,3,0,0,1,1,aspromonte 19310922,0
ken,aspromonte,19310922,183,81,R,R,1959,28,AL,WS1,2B,70,255,225,31,55,41,12,0,2,73,14,2,1,3,1,26,0,0,39,9,aspromonte 19310922,0
ken,aspromonte,19310922,183,81,R,R,1960,29,AL,WS1,IF,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,aspromonte 19310922,0
ken,aspromonte,19310922,183,81,R,R,1960,29,AL,CLE,2B,117,521,459,65,133,102,20,1,10,185,48,4,1,4,3,53,0,2,32,11,aspromonte 19310922,0
ken,aspromonte,19310922,183,81,R,R,1961,30,AL,LAA,2B,66,276,238,29,53,41,10,0,2,69,14,0,0,3,0,33,1,2,21,5,aspromonte 19310922,0
ken,aspromonte,19310922,183,81,R,R,1961,30,AL,CLE,2B,22,78,70,5,16,9,6,1,0,24,5,0,0,1,1,6,0,0,3,3,aspromonte 19310922,0
ken,aspromonte,19310922,183,81,R,R,1962,31,AL,CLE,2B,20,35,28,4,4,2,2,0,0,6,1,0,0,0,1,6,1,0,5,0,aspromonte 19310922,0
ken,aspromonte,19310922,183,81,R,R,1962,31,NL,ML1,2B,34,88,79,11,23,21,2,0,0,25,7,0,1,0,2,6,0,1,5,6,aspromonte 19310922,0
ken,aspromonte,19310922,183,81,R,R,1963,32,NL,CHN,2B,20,38,34,2,5,2,3,0,0,8,4,0,0,0,0,4,1,0,4,1,aspromonte 19310922,0
ken,aspromonte,19310922,183,79,R,R,1964,33,Central League,Dragons,IF,101,355,316,35,89,62,14,1,12,141,42,1,3,0,4,35,0,0,25,11,aspromonte 19310922,1
ken,aspromonte,19310922,183,79,R,R,1965,34,Central League,Dragons,IF,78,277,254,27,65,37,19,1,8,110,38,0,1,0,4,16,1,3,17,8,aspromonte 19310922,-1
ken,aspromonte,19310922,183,79,R,R,1966,35,Central League,Whales,IF,116,396,373,34,103,72,20,0,11,156,40,1,1,1,3,17,1,2,32,11,aspromonte 19310922,-1
scott,atchison,19760329,188,90,R,R,2007,31,NL,SFN,P,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,atchison 19760329,0
scott,atchison,19760329,188,89,R,R,2008,32,Central League,Tigers,P,43,20,19,1,2,2,0,0,0,2,1,0,0,1,0,0,0,0,12,0,atchison 19760329,1
scott,atchison,19760329,188,89,R,R,2009,33,Central League,Tigers,P,75,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,atchison 19760329,-1
doug,ault,19500309,191,90,R,L,1976,26,AL,TEX,1B,9,21,20,0,6,5,1,0,0,7,0,0,0,0,0,1,0,0,3,0,ault 19500309,0
doug,ault,19500309,191,90,R,L,1977,27,AL,TOR,1B,129,494,445,44,109,73,22,3,11,170,64,4,4,3,3,39,5,4,68,20,ault 19500309,0
doug,ault,19500309,191,90,R,L,1978,28,AL,TOR,1B,54,124,104,10,25,20,1,1,3,37,7,0,0,2,0,17,1,1,14,6,ault 19500309,0
doug,ault,19500309,191,90,R,L,1980,30,AL,TOR,1B,64,161,144,12,28,19,5,1,3,44,15,0,1,0,1,14,0,2,23,3,ault 19500309,0
doug,ault,19500309,194,94,R,L,1981,31,Central League,Tigers,OF,102,348,326,39,100,70,12,0,18,166,59,2,1,2,2,14,3,4,60,12,ault 19500309,1
rick,austin,19461027,193,86,R,L,1970,23,AL,CLE,P,31,21,18,0,2,1,1,0,0,3,0,0,0,0,0,3,0,0,10,0,austin 19461027,0
rick,austin,19461027,193,86,R,L,1971,24,AL,CLE,P,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,austin 19461027,0
rick,austin,19461027,190,86,R,L,1974,28,Pacific League,Braves,P,8,7,6,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0,austin 19461027,1
cory,bailey,19710124,183,88,R,R,1996,25,NL,SLN,P,51,4,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,bailey 19710124,0
cory,bailey,19710124,183,88,R,R,1997,26,NL,SFN,P,7,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,bailey 19710124,0
cory,bailey,19710124,185,95,R,R,2003,32,Central League,Giants,P,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bailey 19710124,1
john,bale,19740522,193,95,L,L,2003,29,NL,CIN,P,10,17,17,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,8,0,bale 19740522,0
john,bale,19740522,193,95,L,L,2004,30,Central League,Carp,P,25,62,57,1,9,9,0,0,0,9,2,0,0,4,1,0,0,0,31,2,bale 19740522,1
john,bale,19740522,193,95,L,L,2006,32,Central League,Carp,P,30,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,bale 19740522,-1
wladimir,balentien,19840702,188,99,R,R,2007,23,AL,SEA,RF,3,4,3,1,2,0,1,0,1,6,4,0,0,0,1,0,0,0,0,0,balentien 19840702,0
wladimir,balentien,19840702,188,99,R,R,2008,24,AL,SEA,RF,71,260,243,23,49,29,13,0,7,83,24,0,1,0,1,16,1,0,79,12,balentien 19840702,0
wladimir,balentien,19840702,188,99,R,R,2009,25,AL,SEA,LF,56,170,155,18,33,19,10,0,4,55,13,1,0,0,2,13,1,0,43,2,balentien 19840702,0
wladimir,balentien,19840702,188,99,R,R,2009,25,NL,CIN,LF,40,125,110,12,29,18,7,1,3,47,11,1,1,0,0,15,0,0,27,1,balentien 19840702,0
wladimir,balentien,19840702,185,100,R,R,2011,27,Central League,Swallows,RF,140,555,486,63,111,57,22,1,31,228,76,3,1,0,6,61,6,2,131,15,balentien 19840702,1
wladimir,balentien,19840702,185,100,R,R,2012,28,Central League,Swallows,RF,106,422,353,58,96,52,13,0,31,202,81,1,0,0,2,64,4,3,92,14,balentien 19840702,-1
wladimir,balentien,19840702,185,100,R,R,2013,29,Central League,Swallows,RF,130,547,439,94,145,68,17,0,60,342,131,0,0,0,4,103,9,1,105,14,balentien 19840702,-1
wladimir,balentien,19840702,185,100,R,R,2014,30,Central League,Swallows,LF,112,446,366,61,110,67,12,0,31,215,69,2,0,0,3,75,5,2,95,10,balentien 19840702,-1
wladimir,balentien,19840702,185,100,R,R,2015,31,Central League,Swallows,OF,15,52,43,4,8,5,2,0,1,13,6,0,0,0,0,9,0,0,14,1,balentien 19840702,-1
wladimir,balentien,19840702,185,100,R,R,2016,32,Central League,Swallows,OF,132,537,457,64,123,72,20,0,31,236,96,0,1,0,5,72,2,3,116,19,balentien 19840702,-1
wladimir,balentien,19840702,185,100,R,R,2017,33,Central League,Swallows,OF,125,519,445,60,113,66,14,1,32,225,80,0,1,0,1,70,0,3,112,18,balentien 19840702,-1
wladimir,balentien,19840702,185,100,R,R,2018,34,Central League,Swallows,OF,142,602,514,72,138,78,22,0,38,274,131,1,1,0,3,85,5,0,121,15,balentien 19840702,-1
wladimir,balentien,19840702,185,100,R,R,2019,35,Central League,Swallows,OF,120,468,410,65,115,69,13,0,33,227,93,0,1,0,3,54,3,1,117,11,balentien 19840702,-1
wladimir,balentien,19840702,185,100,R,R,2020,36,Pacific League,Hawks,OF,60,218,191,16,32,16,7,0,9,66,22,0,1,0,2,25,1,0,59,8,balentien 19840702,-1
wladimir,balentien,19840702,185,100,R,R,2021,37,Pacific League,Hawks,OF,22,60,55,7,10,3,3,0,4,25,9,0,0,0,0,5,0,0,19,2,balentien 19840702,-1
jeff,ball,19690417,178,83,R,R,1998,29,NL,SFN,1B,2,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ball 19690417,0
jeffery,ball,19690417,183,90,R,R,2000,31,Central League,Carp,IF,3,8,8,0,2,1,1,0,0,3,0,0,0,0,0,0,0,0,3,0,ball 19690417,1
brian,banks,19700928,191,90,B,R,1996,26,AL,ML4,1B,4,8,7,2,4,1,2,0,1,9,2,0,0,0,0,1,0,0,2,0,banks 19700928,0
brian,banks,19700928,191,90,B,R,1997,27,AL,ML4,LF,28,75,68,9,14,12,1,0,1,18,8,0,1,0,1,6,0,0,17,1,banks 19700928,0
brian,banks,19700928,191,90,B,R,1998,28,NL,MIL,C,24,28,24,3,7,4,2,0,1,12,5,0,0,0,0,4,0,0,7,0,banks 19700928,0
brian,banks,19700928,191,90,B,R,1999,29,NL,MIL,1B,105,249,219,34,53,40,7,1,5,77,22,6,1,3,2,25,5,0,59,2,banks 19700928,0
brian,banks,19700928,188,90,S,R,2000,30,Pacific League,Hawks,OF,32,83,74,6,11,9,2,0,0,13,4,0,0,0,0,8,0,1,23,1,banks 19700928,1
brian,banks,19700928,191,90,B,R,2002,32,NL,FLO,RF,20,29,28,3,9,7,1,0,1,13,4,0,0,0,0,1,0,0,6,0,banks 19700928,2
brian,banks,19700928,191,90,B,R,2003,33,NL,FLO,LF,92,180,149,14,35,23,6,2,4,57,23,2,1,2,2,25,1,2,38,4,banks 19700928,2
floyd,bannister,19550610,185,86,L,L,1977,22,NL,HOU,P,24,55,48,4,9,9,0,0,0,9,1,0,0,6,0,1,0,0,14,1,bannister 19550610,0
floyd,bannister,19550610,185,86,L,L,1978,23,NL,HOU,P,28,37,31,2,5,4,1,0,0,6,0,0,0,5,0,1,0,0,12,0,bannister 19550610,0
floyd,bannister,19550610,185,86,L,L,1984,29,AL,CHA,P,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bannister 19550610,0
floyd,bannister,19550610,185,91,L,L,1990,35,Central League,Swallows,P,9,19,18,0,3,3,0,0,0,3,0,0,0,1,0,0,0,0,4,0,bannister 19550610,1
jim,barbieri,19410915,170,70,L,R,1966,25,NL,LAN,LF,39,92,82,9,23,18,5,0,0,28,3,2,0,1,0,9,1,0,7,0,barbieri 19410915,0
jim,barbieri,19410915,170,70,L,R,1970,29,Central League,Dragons,OF,93,321,277,34,52,30,11,2,9,94,31,6,7,1,1,40,1,2,57,5,barbieri 19410915,1
brian,barden,19810402,180,86,R,R,2007,26,NL,ARI,3B,8,12,12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,barden 19810402,0
brian,barden,19810402,180,86,R,R,2007,26,NL,SLN,SS,15,25,23,6,5,4,1,0,0,6,0,0,0,0,0,2,0,0,4,2,barden 19810402,0
brian,barden,19810402,180,86,R,R,2008,27,NL,SLN,2B,9,10,9,0,2,2,0,0,0,2,1,0,0,1,0,0,0,0,4,0,barden 19810402,0
brian,barden,19810402,180,86,R,R,2009,28,NL,SLN,3B,52,114,103,13,24,17,3,0,4,39,10,0,0,2,1,6,0,2,21,3,barden 19810402,0
brian,barden,19810402,180,86,R,R,2010,29,NL,FLO,SS,35,32,28,2,5,5,0,0,0,5,3,0,2,0,0,3,0,1,12,0,barden 19810402,0
brian,barden,19810402,180,90,R,R,2011,30,Central League,Carp,3B,64,242,210,18,59,46,10,0,3,78,20,0,1,0,2,25,0,5,48,2,barden 19810402,1
jesse,barfield,19591029,185,90,R,R,1981,21,AL,TOR,RF,25,100,95,7,22,15,3,2,2,35,9,4,3,0,0,4,0,1,19,4,barfield 19591029,0
jesse,barfield,19591029,185,90,R,R,1982,22,AL,TOR,RF,139,446,394,54,97,64,13,2,18,168,58,1,4,6,1,42,3,3,79,7,barfield 19591029,0
jesse,barfield,19591029,185,90,R,R,1983,23,AL,TOR,RF,128,420,388,58,98,55,13,3,27,198,68,2,5,1,5,22,0,4,110,8,barfield 19591029,0
jesse,barfield,19591029,185,90,R,R,1984,24,AL,TOR,RF,110,360,320,51,91,62,14,1,14,149,49,8,2,1,2,35,5,2,81,5,barfield 19591029,0
jesse,barfield,19591029,185,90,R,R,1985,25,AL,TOR,RF,155,612,539,94,156,86,34,9,27,289,84,22,8,0,3,66,5,4,143,14,barfield 19591029,0
jesse,barfield,19591029,185,90,R,R,1986,26,AL,TOR,RF,158,671,589,107,170,93,35,2,40,329,108,8,8,0,5,69,5,8,146,9,barfield 19591029,0
jesse,barfield,19591029,185,90,R,R,1987,27,AL,TOR,RF,159,654,590,89,155,99,25,3,28,270,84,3,5,1,2,58,7,3,141,13,barfield 19591029,0
jesse,barfield,19591029,185,90,R,R,1988,28,AL,TOR,RF,137,520,468,62,114,70,21,5,18,199,56,7,3,4,6,41,6,1,108,10,barfield 19591029,0
jesse,barfield,19591029,185,90,R,R,1989,29,AL,TOR,RF,21,86,80,8,16,7,4,0,5,35,11,0,2,0,0,5,0,1,28,0,barfield 19591029,0
jesse,barfield,19591029,185,90,R,R,1989,29,AL,NYA,RF,129,529,441,71,106,68,19,1,18,181,56,5,3,1,3,82,6,2,122,8,barfield 19591029,0
jesse,barfield,19591029,185,90,R,R,1990,30,AL,NYA,RF,153,570,476,69,117,69,21,2,25,217,78,4,3,2,5,82,4,5,150,6,barfield 19591029,0
jesse,barfield,19591029,185,90,R,R,1991,31,AL,NYA,RF,84,321,284,37,64,35,12,0,17,127,48,1,0,0,1,36,6,0,80,11,barfield 19591029,0
jesse,barfield,19591029,185,90,R,R,1992,32,AL,NYA,RF,30,105,95,8,13,9,2,0,2,21,7,1,1,0,1,9,2,0,27,5,barfield 19591029,0
jesse,barfield,19591029,185,90,R,R,1993,34,Central League,Giants,OF,104,420,344,52,74,38,8,2,26,164,53,1,2,0,0,70,1,6,127,7,barfield 19591029,1
larry,barnes,19740723,185,88,L,L,2001,27,AL,ANA,1B,16,41,40,2,4,3,0,0,1,7,2,0,0,0,0,1,0,0,9,1,barnes 19740723,0
larry,barnes,19740723,185,88,L,L,2003,29,NL,LAN,1B,30,39,38,2,8,6,2,0,0,10,2,0,0,0,0,1,0,0,9,0,barnes 19740723,0
larry,barnes,19740723,183,86,L,L,2004,30,Pacific League,Buffaloes,DH,34,117,107,18,27,19,3,1,4,44,19,1,0,0,0,9,2,1,32,2,barnes 19740723,1
randy,bass,19540313,185,95,L,R,1977,23,AL,MIN,DH,9,19,19,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,5,0,bass 19540313,0
randy,bass,19540313,185,95,L,R,1978,24,AL,KCA,IF,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bass 19540313,0
randy,bass,19540313,185,95,L,R,1979,25,NL,MON,1B,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bass 19540313,0
randy,bass,19540313,185,95,L,R,1980,26,NL,SDN,1B,19,57,49,5,14,10,0,1,3,25,8,0,0,0,0,7,1,1,7,0,bass 19540313,0
randy,bass,19540313,185,95,L,R,1981,27,NL,SDN,1B,69,201,176,13,37,28,4,1,4,55,20,0,1,3,1,20,1,1,28,7,bass 19540313,0
randy,bass,19540313,185,95,L,R,1982,28,AL,TEX,1B,16,52,48,5,10,7,2,0,1,15,6,0,0,0,2,1,0,1,7,1,bass 19540313,0
randy,bass,19540313,185,95,L,R,1982,28,NL,SDN,1B,13,34,30,1,6,5,0,0,1,9,8,0,0,0,1,2,0,1,4,0,bass 19540313,0
randy,bass,19540313,184,95,L,R,1983,29,Central League,Tigers,IF,113,420,371,69,107,57,15,0,35,227,83,0,1,0,5,39,2,5,57,13,bass 19540313,1
randy,bass,19540313,184,95,L,R,1984,30,Central League,Tigers,OF,104,407,356,57,116,73,16,0,27,213,73,1,0,0,4,38,3,9,64,8,bass 19540313,-1
randy,bass,19540313,184,95,L,R,1985,31,Central League,Tigers,IF,126,570,497,100,174,99,21,0,54,357,134,1,0,0,3,67,5,3,61,14,bass 19540313,-1
randy,bass,19540313,184,95,L,R,1986,32,Central League,Tigers,IF,126,541,453,92,176,96,31,2,47,352,109,2,0,0,4,82,18,2,70,9,bass 19540313,-1
randy,bass,19540313,184,95,L,R,1987,33,Central League,Tigers,IF,123,518,453,60,145,91,15,2,37,275,79,1,0,0,1,60,13,4,70,8,bass 19540313,-1
randy,bass,19540313,184,95,L,R,1988,34,Central League,Tigers,IF,22,94,78,9,25,21,2,0,2,33,8,0,0,0,3,13,0,0,15,5,bass 19540313,-1
tony,batista,19731209,183,81,R,R,1996,22,AL,OAK,2B,74,260,238,38,71,53,10,2,6,103,25,7,3,0,2,19,0,1,49,2,batista 19731209,0
tony,batista,19731209,183,81,R,R,1997,23,AL,OAK,SS,68,207,188,22,38,23,10,1,4,62,18,2,2,3,0,14,0,2,31,8,batista 19731209,0
tony,batista,19731209,183,81,R,R,1998,24,NL,ARI,2B,106,318,293,46,80,45,16,1,18,152,41,1,1,0,4,18,0,3,52,7,batista 19731209,0
tony,batista,19731209,183,81,R,R,1999,25,AL,TOR,SS,98,409,375,61,107,55,25,1,26,212,79,2,0,3,5,22,1,4,79,11,batista 19731209,0
tony,batista,19731209,183,81,R,R,1999,25,NL,ARI,SS,44,164,144,16,37,27,5,0,5,57,21,2,0,0,2,16,3,2,17,1,batista 19731209,0
tony,batista,19731209,183,81,R,R,2000,26,AL,TOR,3B,154,664,620,96,163,88,32,2,41,322,114,5,4,0,3,35,1,6,121,15,batista 19731209,0
tony,batista,19731209,183,81,R,R,2001,27,AL,TOR,3B,72,291,271,29,56,31,11,1,13,108,45,0,1,0,3,13,1,4,66,2,batista 19731209,0
tony,batista,19731209,183,81,R,R,2001,27,AL,BAL,3B,84,331,308,41,82,49,16,5,12,144,42,5,1,0,4,19,0,0,47,7,batista 19731209,0
tony,batista,19731209,183,81,R,R,2002,28,AL,BAL,3B,161,682,615,90,150,82,36,1,31,281,87,5,4,0,6,50,9,11,107,13,batista 19731209,0
tony,batista,19731209,183,81,R,R,2003,29,AL,BAL,3B,161,670,631,76,148,101,20,1,26,248,99,4,3,0,6,28,4,5,102,20,batista 19731209,0
tony,batista,19731209,183,81,R,R,2004,30,NL,MON,3B,157,650,606,76,146,82,30,2,32,276,110,14,6,4,10,26,4,4,78,14,batista 19731209,0
tony,batista,19731209,182,94,R,R,2005,32,Pacific League,Hawks,3B,135,591,559,78,147,90,29,1,27,259,90,3,2,0,5,23,0,4,115,14,batista 19731209,1
tony,batista,19731209,183,81,R,R,2006,32,AL,MIN,3B,50,195,178,24,42,25,12,0,5,69,21,0,1,0,0,15,1,2,27,5,batista 19731209,2
tony,batista,19731209,183,81,R,R,2007,33,NL,WAS,1B,80,118,101,10,26,21,3,0,2,35,16,0,0,0,2,12,3,3,14,4,batista 19731209,2
howard,battle,19720325,183,95,R,R,1995,23,AL,TOR,3B,9,19,15,3,3,3,0,0,0,3,0,1,0,0,0,4,0,0,8,0,battle 19720325,0
howard,battle,19720325,183,95,R,R,1996,24,NL,PHI,3B,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,battle 19720325,0
howard,battle,19720325,183,95,R,R,1999,27,NL,ATL,3B,15,19,17,2,6,5,0,0,1,9,5,0,0,0,0,2,0,0,3,1,battle 19720325,0
howard,battle,19720325,183,89,R,R,2000,28,Central League,Tigers,IF,13,51,44,4,10,7,2,0,1,15,1,0,0,3,0,3,0,1,14,1,battle 19720325,1
jim,baumer,19310129,188,83,R,R,1961,30,NL,CIN,2B,10,25,24,0,3,3,0,0,0,3,0,0,0,1,0,0,0,0,9,0,baumer 19310129,0
jim,baumer,19310129,185,85,R,R,1963,32,Pacific League,Lions,IF,149,624,572,83,157,113,25,0,19,239,57,6,2,5,0,43,0,4,84,11,baumer 19310129,1
jim,baumer,19310129,185,85,R,R,1964,33,Pacific League,Lions,IF,145,584,539,53,133,91,23,5,14,208,64,5,4,8,5,30,0,2,92,17,baumer 19310129,-1
jim,baumer,19310129,185,85,R,R,1965,34,Pacific League,Lions,IF,136,537,492,55,126,86,19,3,18,205,62,2,5,5,5,32,0,3,76,16,baumer 19310129,-1
jim,baumer,19310129,185,85,R,R,1966,35,Pacific League,Lions,IF,134,533,480,57,125,79,23,0,23,217,53,4,2,6,0,39,1,8,77,10,baumer 19310129,-1
jim,baumer,19310129,185,85,R,R,1967,36,Pacific League,Lions,IF,126,491,443,46,94,72,13,1,8,133,31,3,2,2,1,40,3,5,68,13,baumer 19310129,-1
bill,bean,19640511,183,83,L,L,1987,23,AL,DET,CF,26,71,66,6,17,15,2,0,0,19,4,1,1,0,0,5,0,0,11,1,bean 19640511,0
bill,bean,19640511,183,83,L,L,1988,24,AL,DET,CF,10,12,11,2,2,1,0,1,0,4,0,0,0,1,0,0,0,0,2,0,bean 19640511,0
bill,bean,19640511,183,83,L,L,1989,25,AL,DET,RF,9,14,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,bean 19640511,0
bill,bean,19640511,183,83,L,L,1989,25,NL,LAN,LF,51,76,71,7,14,10,4,0,0,18,3,0,2,0,0,4,0,1,10,0,bean 19640511,0
billy,bean,19640511,184,84,L,L,1992,28,Pacific League,Buffaloes,OF,7,26,24,2,5,3,2,0,0,7,2,0,0,0,1,1,0,0,5,0,bean 19640511,1
bill,bean,19640511,183,83,L,L,1993,29,NL,SDN,RF,88,192,177,19,46,32,9,0,5,70,32,2,4,2,5,6,1,2,29,4,bean 19640511,2
bill,bean,19640511,183,83,L,L,1994,30,NL,SDN,RF,84,146,135,7,29,23,5,1,0,36,14,0,1,1,3,7,1,0,25,4,bean 19640511,2
bill,bean,19640511,183,83,L,L,1995,31,NL,SDN,LF,4,8,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,bean 19640511,2
kevin,beirne,19740101,193,95,L,R,2002,28,NL,LAN,P,12,6,5,1,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,beirne 19740101,0
kevin,beirne,19740101,193,95,L,R,2005,31,Pacific League,Buffaloes,P,22,6,4,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,beirne 19740101,1
kevin,beirne,19740101,193,95,L,R,2006,32,Pacific League,Marines,P,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,beirne 19740101,-1
brad,bergesen,19850925,188,95,L,R,2009,24,AL,BAL,P,19,7,5,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,bergesen 19850925,0
brad,bergesen,19850925,188,95,L,R,2010,25,AL,BAL,P,30,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,bergesen 19850925,0
brad,bergesen,19850925,188,95,L,R,2012,27,NL,ARI,P,19,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,bergesen 19850925,0
brad,bergesen,19850925,185,92,L,R,2013,28,Central League,Dragons,P,14,11,10,2,2,1,1,0,0,3,0,0,0,0,0,1,0,0,5,0,bergesen 19850925,1
